aclidinium,O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,-1.245,2.42,3.954,0.0,0.996,0.998,1.0,1.0,-5.153,9.214652527589351e-05,0.18,93.95915985107422%,1.375,1.7506086826324463%,0.02,0.079,0.062,0.098,0.009,0.039,0.992,0.872,0.36,0.909,2.372,0.917,0.568,0.491,0.014,0.016,0.046,0.977,0.532,0.021,0.003,0.022,0.935,0.51,3.064,4.168,3.521,0.004,0.461,0.118,0.019,0.683,0.015,0.1,0.321,0.005,0.011,0.213,0.237,484.16,478.872,1.011,5,1,55.76,10,6,6,7,1,26,0.385,1,1,1,0,0,1,0,0,0,0.273,4.216,0.423,91.216,-0.042,2,0,0,0,Accepted,Rejected,Rejected,Accepted
acyclovir,N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,-2.042,-1.766,-2.032,0.0,0.842,0.971,0.998,0.995,-6.176,3.47631867043674e-05,0.84,12.529129028320312%,0.797,83.5920181274414%,0.008,0.923,0.034,0.033,0.005,0.005,0.001,0.018,0.007,0.09,4.17,0.945,0.032,0.995,0.991,0.866,0.279,0.008,0.483,0.985,0.003,0.27,0.949,-0.272,1.255,2.452,3.811,0.004,0.002,0.028,0.009,0.051,0.011,0.003,0.059,0.021,0.003,0.008,0.02,225.09,200.62,1.122,8,4,119.78,4,2,9,8,0,12,0.333,0,1,0,0,0,0,0,0,1,0.473,3.195,0.375,11.0,-0.198,0,0,0,0,Accepted,Accepted,Accepted,Accepted
adapalene,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,-4.69,5.178,7.082,0.423,0.225,0.003,0.007,0.088,-4.573,1.5130671272345353e-05,0.038,97.57601165771484%,0.298,0.5750192999839783%,0.183,0.19,0.299,0.061,0.119,0.204,0.018,0.051,0.038,0.05,2.218,0.068,0.599,0.626,0.53,0.006,0.169,0.243,0.021,0.064,0.003,0.023,0.625,3.024,4.894,5.989,5.551,0.199,0.01,0.699,0.904,0.548,0.349,0.956,0.737,0.034,0.912,0.93,0.891,412.2,444.148,0.928,3,1,46.53,4,7,10,3,0,30,0.133,0,1,0,0,0,0,0,1,0,0.52,3.449,0.393,80.41,0.099,1,0,0,0,Accepted,Rejected,Rejected,Rejected
adefovir,N=c1[nH]cnc2c1ncn2CCOC[PH](=O)(=O)O,-1.226,-1.428,-2.184,0.0,0.829,1.0,0.998,0.999,-5.794,5.909596438868903e-06,0.529,8.467398643493652%,0.789,88.57283020019531%,0.004,0.748,0.056,0.049,0.007,0.518,0.012,0.057,0.006,0.028,1.727,0.915,0.02,0.942,0.976,0.812,0.111,0.831,0.61,0.379,0.008,0.35,0.857,0.105,2.009,3.286,3.38,0.003,0.002,0.019,0.002,0.041,0.004,0.004,0.021,0.007,0.007,0.007,0.006,273.06,229.238,1.191,9,3,133.95,5,2,9,10,0,13,0.385,0,1,0,0,0,0,0,0,1,0.499,4.375,0.375,13.0,-0.868,0,0,0,0,Accepted,Accepted,Accepted,Accepted
afatinib,CN(C)C=CCC(=O)Nc1cc2c(=Nc3ccc(F)c(Cl)c3)[nH]cnc2cc1OC1CCOC1,-4.548,3.145,3.151,0.745,0.294,0.003,0.003,0.159,-4.701,1.7615226170164533e-05,0.732,91.206298828125%,1.62,11.430710792541504%,0.705,0.527,0.948,0.118,0.769,0.224,0.943,0.224,0.921,0.718,8.583,0.391,0.492,0.967,0.954,0.59,0.475,0.937,0.778,0.432,0.003,0.01,0.743,1.619,3.811,4.218,6.237,0.047,0.627,0.975,0.924,0.3,0.361,0.958,0.882,0.613,0.912,0.874,0.948,485.16,465.703,1.042,8,2,91.84,8,4,10,10,0,25,0.32,1,2,1,0,0,5,1,1,3,0.524,3.852,0.292,74.935,-0.879,4,0,0,0,Accepted,Accepted,Rejected,Accepted
agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1,-2.971,2.666,2.352,0.197,0.187,0.004,0.451,0.988,-4.574,2.1047208065283485e-05,0.699,82.6747055053711%,1.189,9.259637832641602%,0.975,0.957,0.863,0.837,0.214,0.854,0.857,0.896,0.436,0.399,6.511,0.535,0.052,0.818,0.447,0.713,0.069,0.617,0.442,0.668,0.003,0.047,0.034,0.426,3.274,3.658,4.01,0.026,0.003,0.807,0.009,0.538,0.009,0.005,0.183,0.077,0.005,0.042,0.03,243.13,263.642,0.922,3,1,38.33,5,2,10,3,0,12,0.417,0,0,0,0,0,0,0,1,0,0.896,1.753,0.267,11.0,-0.523,1,0,0,0,Accepted,Accepted,Accepted,Accepted
albendazole,CCCSc1ccc2[nH]c(=NC(=O)OC)[nH]c2c1,-3.672,3.366,2.892,0.035,0.815,0.981,0.002,0.355,-4.524,1.5109986634342931e-05,0.985,68.15567779541016%,0.846,30.17323875427246%,0.976,0.977,0.703,0.061,0.467,0.059,0.474,0.016,0.572,0.828,5.794,0.805,0.229,0.995,0.975,0.976,0.968,0.928,0.588,0.957,0.003,0.218,0.949,0.378,3.221,4.073,6.028,0.095,0.003,0.935,0.124,0.173,0.026,0.003,0.065,0.417,0.048,0.103,0.813,265.09,254.893,1.04,5,2,70.24,5,2,9,6,0,12,0.417,0,1,0,0,0,0,0,0,0,0.838,3.045,0.333,11.0,-1.286,3,0,0,0,Accepted,Accepted,Accepted,Accepted
albuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-1.806,0.761,0.356,0.0,0.13,0.042,0.027,0.003,-5.011,9.128003512159921e-06,0.054,18.70393943786621%,1.455,79.41857147216797%,0.02,0.1,0.021,0.761,0.001,0.469,0.17,0.812,0.005,0.693,7.291,0.857,0.032,0.059,0.013,0.226,0.278,0.916,0.878,0.025,0.003,0.018,0.66,0.335,1.812,2.905,3.886,0.001,0.002,0.014,0.002,0.075,0.006,0.004,0.02,0.004,0.005,0.012,0.005,239.15,254.306,0.94,4,4,72.72,5,1,6,4,0,6,0.833,1,1,0,0,0,0,0,0,1,0.639,2.736,0.538,20.0,0.557,1,0,0,0,Accepted,Accepted,Accepted,Accepted
Alclometasone,CC1CC2C3C(Cl)C=C4CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,-3.77,2.129,2.058,0.002,0.025,0.026,0.003,0.0,-4.763,3.484542321530171e-05,0.996,78.75808715820312%,0.78,15.61775016784668%,0.005,0.53,0.015,0.798,0.006,0.089,0.001,0.05,0.718,0.889,5.014,0.677,0.023,0.159,0.189,0.057,0.903,0.899,0.024,0.825,0.003,0.011,0.979,0.462,3.932,6.108,5.108,0.663,0.38,0.015,0.616,0.093,0.251,0.005,0.584,0.054,0.025,0.872,0.028,408.17,403.459,1.012,5,3,94.83,2,4,17,6,0,22,0.091,9,2,6,0,3,5,0,4,1,0.48,5.181,0.727,78.947,2.348,1,1,0,0,Accepted,Accepted,Rejected,Accepted
alectinib,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,-6.396,4.032,5.484,1.0,0.987,0.003,0.005,0.043,-6.0,1.271066957997391e-05,0.76,96.67153930664062%,2.115,1.2130122184753418%,0.2,0.792,0.388,0.517,0.466,0.198,0.146,0.848,0.492,0.894,6.035,0.014,0.941,0.942,0.913,0.633,0.851,0.894,0.778,0.848,0.003,0.008,0.832,1.337,4.714,5.52,5.54,0.039,0.029,0.868,0.911,0.328,0.5,0.102,0.788,0.052,0.537,0.678,0.885,482.27,511.3,0.943,6,1,72.36,3,6,17,6,0,34,0.088,0,4,0,0,0,1,0,1,1,0.582,3.005,0.467,83.455,-0.21,1,0,0,0,Accepted,Rejected,Rejected,Accepted
alendronate,NCCCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,0.09,-1.857,-3.228,0.001,0.078,0.997,0.999,0.998,-6.265,0.009933455847203732,0.142,14.314449310302734%,0.555,83.97254180908203%,0.0,0.066,0.025,0.032,0.016,0.86,0.014,0.099,0.004,0.006,1.421,0.185,0.017,0.172,0.003,0.039,0.003,0.965,0.588,0.013,0.99,0.513,0.36,0.607,1.992,3.539,4.518,0.014,0.001,0.001,0.001,0.018,0.006,0.002,0.001,0.004,0.001,0.004,0.001,249.02,189.923,1.311,8,5,154.99,5,0,0,10,0,4,1.25,0,0,0,0,0,1,2,0,0,0.455,5.381,1.0,0.0,0.456,0,1,0,0,Accepted,Accepted,Accepted,Accepted
cholecalciferol,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,-6.799,5.516,6.718,0.992,0.004,0.003,0.003,0.108,-4.802,5.714359303965466e-06,0.438,97.4338607788086%,1.835,1.1310575008392334%,0.129,0.435,0.237,0.853,0.146,0.362,0.037,0.162,0.158,0.7,3.356,0.041,0.222,0.157,0.043,0.032,0.085,0.75,0.94,0.047,0.003,0.013,0.886,2.757,5.037,5.918,5.378,0.015,0.003,0.001,0.02,0.061,0.032,0.007,0.895,0.003,0.895,0.943,0.387,384.34,450.76,0.853,1,1,20.23,6,3,9,1,0,19,0.316,5,0,1,0,0,0,1,0,0,0.499,4.256,0.778,50.0,2.516,0,0,0,0,Accepted,Rejected,Rejected,Rejected
alfuzosin,COc1cc2[nH]c(N(C)CCCNC(=O)C3CCCO3)nc(=N)c2cc1OC,-2.448,1.106,1.001,0.001,0.999,0.037,0.037,0.007,-5.127,4.817431545234285e-06,0.294,90.20464324951172%,1.004,11.48531723022461%,0.609,0.921,0.087,0.179,0.021,0.057,0.146,0.58,0.028,0.656,4.91,0.784,0.341,0.927,0.808,0.393,0.363,0.883,0.091,0.072,0.003,0.01,0.803,0.768,2.322,3.945,6.38,0.016,0.008,0.916,0.722,0.182,0.01,0.029,0.663,0.417,0.338,0.307,0.934,389.21,385.837,1.009,9,3,112.56,9,3,10,9,0,18,0.5,1,2,0,0,0,1,0,1,2,0.585,3.363,0.526,58.966,-0.507,3,0,0,0,Accepted,Accepted,Accepted,Accepted
